property,licensedPropertyID,optionSourceID,character,characterID,brandPropertyID
"Ultimate Spider-Man","989","1007","Iron Spider-Man ( Ultimate Spider-Man )","518034571","518034555"
"Ultimate Spider-Man","989","1007","Jack o Lantern ( Ultimate Spider-Man )","518034572","518034555"
"Ultimate Spider-Man","989","1007","Kraven the Hunter ( Ultimate Spider-Man )","518034573","518034555"
"Ultimate Spider-Man","989","1007","Living Mummy ( Ultimate Spider-Man )","518034574","518034555"
"Ultimate Spider-Man","989","1007","Lizard ( Ultimate Spider-Man )","518034575","518034555"
"Ultimate Spider-Man","989","1007","Man-Thing ( Ultimate Spider-Man )","518034576","518034555"
"Ultimate Spider-Man","989","1007","Mole Man ( Ultimate Spider-Man )","518034577","518034555"
"Ultimate Spider-Man","989","1007","Moloid ( Ultimate Spider-Man )","518034578","518034555"
"Ultimate Spider-Man","989","1007","Nick Fury ( Ultimate Spider-Man )","518034579","518034555"
"Ultimate Spider-Man","989","1007","Nova ( Ultimate Spider-Man )","518034580","518034555"
"Ultimate Spider-Man","989","1007","Parker, Peter ( Ultimate Spider-Man )","518034581","518034555"
"Ultimate Spider-Man","989","1007","Rhino ( Ultimate Spider-Man )","518034582","518034555"
"Ultimate Spider-Man","989","1007","S.H.I.E.L.D. ( Ultimate Spider-Man )","518034583","518034555"
"Ultimate Spider-Man","989","1007","Sandman ( Ultimate Spider-Man )","518034584","518034555"
"Ultimate Spider-Man","989","1007","Scorpion ( Ultimate Spider-Man )","518034585","518034555"
"Ultimate Spider-Man","989","1007","Shocker ( Ultimate Spider-Man )","518034586","518034555"
"Ultimate Spider-Man","989","1007","Spider-Girl ( Ultimate Spider-Man )","518034587","518034555"
"Ultimate Spider-Man","989","1007","Spider-Man ( Ultimate Spider-Man )","518034588","518034555"
"Ultimate Spider-Man","989","1007","Spider-Man (General) ( Ultimate Spider-Man )","518034589","518034555"
"Ultimate Spider-Man","989","1007","Spider-Man 2099 ( Ultimate Spider-Man )","518034590","518034555"
"Ultimate Spider-Man","989","1007","Spider-Man Noir ( Ultimate Spider-Man )","518034591","518034555"
"Ultimate Spider-Man","989","1007","Spyder-Knight ( Ultimate Spider-Man )","518034592","518034555"
"Ultimate Spider-Man","989","1007","Ultimate Spider-Man","518034556","518034555"
"Ultimate Spider-Man","989","1007","Ultimate Spider-Man Morales ( Ultimate Spider-Man )","518034593","518034555"
"Ultimate Spider-Man","989","1007","Venom ( Ultimate Spider-Man )","518034594","518034555"
"Ultimate Spider-Man","989","1007","Watson, Mary Jane ( Ultimate Spider-Man )","518034595","518034555"
"Ultimate Spider-Man","989","1007","Werewolf By Night ( Ultimate Spider-Man )","518034596","518034555"
"Ultimate Spider-Man","989","1007","White Tiger ( Ultimate Spider-Man )","518034597","518034555"
"Unbreakable","323","1007","Unbreakable","742","741"
"Underdog","555","1007","Underdog","518032201","518032200"
"Unibearsity","808","1007","Unibearsity","518034202","518034201"
"Untitled 20th Century Studios Animated Predator Series","1159369808","1007","Untitled 20th Century Studios Animated Predator Series","1159369802","1159369743"
"Untitled Alien FX Live Action Series","1159365250","1007","Untitled Alien FX Live Action Series","1159365242","1159365249"
"Untitled Simpsons Movie Sequel","1159382905","1007","Untitled Simpsons Movie Sequel","1159382794","1159382886"
"Up","499","1007","Up","518032277","518032276"
"V.i. Warshawski","324","1007","V.i. Warshawski","454","162"
"Vampirina Ballerina","1113","1007","Vampirina Ballerina","518035881","518035880"
"Vanishing Point (1971)","1159104671","1007","Vanishing Point (1971)","1159104609","1159105249"
"Vatel","325","1007","Vatel","714","713"
"Venom","637","1007","Venom - Do Not Use","518032669","518032668"
"Venom Movie 2018 - No Likeness","1159087037","1007","General Family Character (Spider-Man) ( Venom Movie 2018 )","1159087072","1159087036"
"Venom Movie 2018 - No Likeness","1159087037","1007","Venom ( Venom Movie 2018 )","1159369308","1159087036"
"Venom Movie 2018 - No Likeness","1159087037","1007","Venom Movie 2018 (General) ( Venom Movie 2018 )","1159087073","1159087036"
"Venom Movie 2018 - No Likeness","1159087037","1007","Venom Movie 2018 - No Likeness","1159087071","1159087036"
"Venom Movie 2018 - With Likeness","1159087038","1007","General Family Character (Spider-Man) ( Venom Movie 2018 )","1159087072","1159087036"
"Venom Movie 2018 - With Likeness","1159087038","1007","Venom Movie 2018 (General) ( Venom Movie 2018 )","1159087073","1159087036"
"Venom Movie 2018 - With Likeness","1159087038","1007","Venom Movie 2018 - With Likeness","1159087035","1159087036"
"Venom Movie 2020 - No Likeness","1159107338","1007","Carnage ( Venom Movie 2020 )","1159107409","1159107389"
"Venom Movie 2020 - No Likeness","1159107338","1007","Marvel Logo ( Venom Movie 2020 )","1159369309","1159107389"
"Venom Movie 2020 - No Likeness","1159107338","1007","Shriek ( Venom Movie 2020 )","1159107410","1159107389"
"Venom Movie 2020 - No Likeness","1159107338","1007","Venom ( Venom Movie 2020 )","1159107411","1159107389"
"Venom Movie 2020 - No Likeness","1159107338","1007","Venom Movie 2020 (General) ( Venom Movie 2020 )","1159369310","1159107389"
"Venom Movie 2020 - No Likeness","1159107338","1007","Venom Movie 2020 - No Likeness","1159107336","1159107389"
"Venom Movie 2020 - With Likeness","1159107810","1007","Carnage ( Venom Movie 2020 )","1159107409","1159107389"
"Venom Movie 2020 - With Likeness","1159107810","1007","Shriek ( Venom Movie 2020 )","1159107410","1159107389"
"Venom Movie 2020 - With Likeness","1159107810","1007","Venom ( Venom Movie 2020 )","1159107411","1159107389"
"Venom Movie 2020 - With Likeness","1159107810","1007","Venom Movie 2020 - With Likeness","1159107333","1159107389"
"Venom Movie 2024 - No Likeness","1159149070","1007","Carnage ( Venom Movie 2024 )","1159149056","1159149069"
"Venom Movie 2024 - No Likeness","1159149070","1007","Marvel Logo ( Venom Movie 2024 )","1159149057","1159149069"
"Venom Movie 2024 - No Likeness","1159149070","1007","Venom ( Venom Movie 2024 )","1159149058","1159149069"
"Venom Movie 2024 - No Likeness","1159149070","1007","Venom Movie 2024 (General) ( Venom Movie 2024 )","1159149051","1159149069"
"Venom Movie 2024 - No Likeness","1159149070","1007","Venom Movie 2024 - No Likeness","1159149054","1159149069"
"Venom Movie 2024 - No Likeness","1159149070","1007","Xenophage ( Venom Movie 2024 )","1159149060","1159149069"
"Venom Movie 2024 - With Likeness","1159149089","1007","Venom Movie 2024 - With Likeness","1159149055","1159149069"
"Villains","57","1007","Villains","1024","1017"
"Villains - Individual Characters","58","1007","Aladdin - Jafar - Disney Villains","518031751","82"
"Villains - Individual Characters","58","1007","Hercules - Hades - Disney Villains","518031747","88"
"Villains - Individual Characters","58","1007","Mulan - Shan Yu - Disney Villains","518031749","91"
"Villains - Individual Characters","58","1007","Peter Pan - Captain Hook - Disney Villains","518031752","75"
"Villains - Individual Characters","58","1007","Robin Hood - Sheriff of Nottingham - Disney Villains","518031754","77"
"Villains - Individual Characters","58","1007","Sleeping Beauty - Maleficent - Disney Villains","518031753","79"
"Villains - Individual Characters","58","1007","Tarzan - Sabor - Disney Villains","518031748","94"
"Villains - Individual Characters","58","1007","Treasure Planet - John Silver - Disney Villains","518031750","739"
"Violetta","773","1007","Violetta - General (No Name, Likeness or Voice Royalty)","518034100","518034099"
"Wall Street","1159104670","1007","Wall Street","1159104610","1159105269"
"Wall-E","522","1007","Wall-E","518032110","518032109"
"Walt Disney 110th Anniversary","710","1007","Walt Disney 110th Anniversary - Logo with Character Group Including Pooh","518033994","518033992"
"Walt Disney 110th Anniversary","710","1007","Walt Disney 110th Anniversary - Logo with Character Group without Pooh","518033995","518033992"
"Walt Disney 110th Anniversary","710","1007","Walt Disney 110th Anniversary - Logo with Winnie the Pooh only","518033993","518033992"
"Walt Disney Archives Collection","1159366521","1007","Walt Disney Archives Collection","1159366540","1159366520"
"Walt Disney Image","46","1007","Walt Disney Image","518031544","518031543"
"Walt Disney World's 50th Anniversary","1159126949","1007","Walt Disney World`s 50th Anniversary","1159126911","1159126818"
"Walt's 100th","47","1007","Walt`s 100th","518031313","518031312"
"War for the Planet of the Apes","1159097312","1007","War for the Planet of the Apes","1159096829","1159096914"
"War of the Roses, The","1159104669","1007","War of the Roses, The","1159104038","1159105289"
"Waterfire Saga","793","1007","Waterfire Saga","518034128","518034127"
"We Bought a Zoo","1159097951","1007","We Bought a Zoo","1159097573","1159097609"
"Weekenders, The","483","1007","Weekenders, The","518031552","518031551"
"West Side Story (2020)","1159111548","1007","West Side Story (2020)","1159111535","1159111531"
"West Side Story (2020)","1159111548","1007","West Side Story (2020) - A DeBose (Anita)","1159111711","1159111531"
"West Side Story (2020)","1159111548","1007","West Side Story (2020) - A Elgort (Tony)","1159111547","1159111531"
"West Side Story (2020)","1159111548","1007","West Side Story (2020) - B James (Officer Krupke)","1159111715","1159111531"
"West Side Story (2020)","1159111548","1007","West Side Story (2020) - C Stoll (Lieutenant Schrank)","1159111716","1159111531"
"West Side Story (2020)","1159111548","1007","West Side Story (2020) - D Alvarez (Bernardo)","1159111710","1159111531"
"West Side Story (2020)","1159111548","1007","West Side Story (2020) - J Rivera (Chino)","1159111713","1159111531"
"West Side Story (2020)","1159111548","1007","West Side Story (2020) - M Faist (Riff)","1159111714","1159111531"
"West Side Story (2020)","1159111548","1007","West Side Story (2020) - R Moreno (Valentina)","1159111712","1159111531"
"West Side Story (2020)","1159111548","1007","West Side Story (2020) - R Zegler (Maria)","1159111709","1159111531"
"What About Bob?","326","1007","What About Bob?","458","166"
"What We Do In The Shadows","1159112519","1007","What We Do In The Shadows - General (No Name, Likeness or Voice Royalty)","1159112523","1159112518"
"What We Do In The Shadows","1159112519","1007","What We Do In The Shadows - H Guillen (Guillermo) IP0000000001901992","1159114620","1159112518"
"What We Do In The Shadows","1159112519","1007","What We Do In The Shadows - K Novak (Nandor)","1159114617","1159112518"
"What We Do In The Shadows","1159112519","1007","What We Do In The Shadows - M Berry (Lazsio)","1159114616","1159112518"
"What We Do In The Shadows","1159112519","1007","What We Do In The Shadows - M Proksch (Colin)","1159114618","1159112518"
"What We Do In The Shadows","1159112519","1007","What We Do In The Shadows - N Demetriou (Nadja)","1159114619","1159112518"
"Whatcha Gonna Do, Rosie Singh","952","1007","Whatcha Gonna Do, Rosie Singh","518034452","518034451"
"Wheres My Water","750","1007","Wheres My Water","518034027","518034026"
"While You Were Sleeping","327","1007","While You Were Sleeping","518031354","518031353"
"Whisker Haven Tales with the Palace Pets","957","1007","Whisker Haven Tales with the Palace Pets","518034478","686"
"White Collar","1159104649","1007","IP0000000001489470","1159104611","1159105290"
"White Fang","328","1007","White Fang","455","163"
"White Men Can't Jump","1159099052","1007","White Men Can`t Jump","1159098271","1159098869"
"Who Wants To Be A Millionaire?","484","1007","Who Wants to Be A Millionaire","1038","1018"
"Wild About Safety","1081","1007","Wild About Safety","518035534","518035533"
"Wild Jack","329","1007","Wild Jack","456","164"
"Wildside","330","1007","Wildside","457","165"
"Wilfred","1159104630","1007","Wilfred","1159104612","1159105309"
"Win or Lose","1159135276","1007","Win or Lose","1159135149","1159135275"
"Winnie The Pooh","494","1007","Disney`s Winnie the Pooh","626","219"
"Winnie The Pooh - Individual Characters","495","1007","Baby Pooh","518031797","219"
"Winnie The Pooh - Individual Characters","495","1007","Eeyore","625","219"
"Winnie The Pooh - Individual Characters","495","1007","Kanga","628","219"
"Winnie The Pooh - Individual Characters","495","1007","Original Winnie the Pooh Sketches","618","218"
"Winnie The Pooh - Individual Characters","495","1007","Owl","619","219"
"Winnie The Pooh - Individual Characters","495","1007","Piglet","621","219"
"Winnie The Pooh - Individual Characters","495","1007","Planet Pooh","622","219"
"Winnie The Pooh - Individual Characters","495","1007","Rabbit","623","219"
"Winnie The Pooh - Individual Characters","495","1007","Roo","624","219"
"Winnie The Pooh - Individual Characters","495","1007","Tigger","620","219"
"Winnie The Pooh Classic","497","1007","Winnie the Pooh (Classic)","627","219"
"Winnie the Pooh (Text Only)","496","1007","Winnie the Pooh (Original Text)","685","684"
"Wise Little Hen","91","1007","Wise Little Hen","257","56"
"Wish","1159137990","1007","Wish","1159137725","1159137989"
"Witch","486","1007","Witch","518031311","518031310"
"Wizards of Waverly Place","512","1007","Wizards of Waverly Place","518032215","518032214"
"Wizards of Waverly Place","512","1007","Wizards of Waverly Place - Alex, Justin & Max","518032254","518032214"
"Wizards of Waverly Place","512","1007","Wizards of Waverly Place - D DeLuise (Jerry)","518032252","518032214"
"Wizards of Waverly Place","512","1007","Wizards of Waverly Place - D Henrie (Justin)","518032250","518032214"
"Wizards of Waverly Place","512","1007","Wizards of Waverly Place - J Austin (Max)","518032251","518032214"
"Wizards of Waverly Place","512","1007","Wizards of Waverly Place - J Stone (Harper)","518032253","518032214"
"Wizards of Waverly Place","512","1007","Wizards of Waverly Place - M Canals (Theresa)","518032314","518032214"
"Wizards of Waverly Place","512","1007","Wizards of Waverly Place - S Gomez (Alex)","518032249","518032214"
"Wolverine","639","1007","Angel ( Wolverine )","518033673","518032672"
"Wolverine","639","1007","Beast ( Wolverine )","518033674","518032672"
"Wolverine","639","1007","Colossus ( Wolverine )","518033675","518032672"
"Wolverine","639","1007","Cyclops ( Wolverine )","518033676","518032672"
"Wolverine","639","1007","General Family Character (X-Men) ( Wolverine )","518033677","518032672"
"Wolverine","639","1007","Iceman ( Wolverine )","518033678","518032672"
"Wolverine","639","1007","Juggernaut ( Wolverine )","518033679","518032672"
"Wolverine","639","1007","Magneto ( Wolverine )","518033680","518032672"
"Wolverine","639","1007","Phoenix ( Wolverine )","518033681","518032672"
"Wolverine","639","1007","Professor X ( Wolverine )","518033682","518032672"
"Wolverine","639","1007","Sabretooth ( Wolverine )","518033683","518032672"
"Wolverine","639","1007","Storm ( Wolverine )","518033684","518032672"
"Wolverine","639","1007","Wolverine","518032673","518032672"
"Wolverine","639","1007","Wolverine ( Wolverine )","518033685","518032672"
"Wolverine Movie - No Likeness","616","1007","General Family Character (X-Men) ( Wolverine Movie )","518033711","518032621"
"Wolverine Movie - No Likeness","616","1007","Wolverine ( Wolverine Movie )","518033712","518032621"
"Wolverine Movie - No Likeness","616","1007","Wolverine Movie - No Likeness","518032622","518032621"
"Wolverine Movie - With Likeness","738","1007","General Family Character (X-Men) ( Wolverine Movie )","518033711","518032621"
"Wolverine Movie - With Likeness","738","1007","Wolverine ( Wolverine Movie )","518033712","518032621"
"Wolverine Movie - With Likeness","738","1007","Wolverine Movie - With Likeness","518032623","518032621"
"Wolverine and The X-Men - Discontinued as of 9/1/2012","646","1007","Angel ( Wolverine and The X-Men )","518033686","518032688"
"Wolverine and The X-Men - Discontinued as of 9/1/2012","646","1007","Beast ( Wolverine and The X-Men )","518033687","518032688"
"Wolverine and The X-Men - Discontinued as of 9/1/2012","646","1007","Blob ( Wolverine and The X-Men )","518033688","518032688"
"Wolverine and The X-Men - Discontinued as of 9/1/2012","646","1007","Boom Boom ( Wolverine and The X-Men )","518033689","518032688"
"Wolverine and The X-Men - Discontinued as of 9/1/2012","646","1007","Colossus ( Wolverine and The X-Men )","518033690","518032688"
"Wolverine and The X-Men - Discontinued as of 9/1/2012","646","1007","Cyclops ( Wolverine and The X-Men )","518033691","518032688"
"Wolverine and The X-Men - Discontinued as of 9/1/2012","646","1007","Frost, Emma ( Wolverine and The X-Men )","518033692","518032688"
"Wolverine and The X-Men - Discontinued as of 9/1/2012","646","1007","General Family Character (X-Men) ( Wolverine Movie )","518033711","518032621"
"Wolverine and The X-Men - Discontinued as of 9/1/2012","646","1007","General Family Character (X-Men) ( Wolverine and The X-Men )","518033693","518032688"
"Wolverine and The X-Men - Discontinued as of 9/1/2012","646","1007","Grey, Jean ( Wolverine and The X-Men )","518033694","518032688"
"Wolverine and The X-Men - Discontinued as of 9/1/2012","646","1007","Iceman ( Wolverine and The X-Men )","518033695","518032688"
"Wolverine and The X-Men - Discontinued as of 9/1/2012","646","1007","Juggernaut ( Wolverine and The X-Men )","518033696","518032688"
